station_id,station_name,obs_time,latitude_wgs84,longitude_wgs84,latitude_twd67,longitude_twd67,altitude,county_name,town_name,county_code,town_code,weather,visibility_description,sunshine_duration,precipitation,wind_direction,wind_speed,air_temperature,relative_humidity,air_pressure,uv_index,max_10min_wind_speed,max_10min_wind_direction,max_10min_wind_time,peak_gust_speed,peak_gust_wind_direction,peak_gust_time,daily_high_temperature,daily_high_temperature_time,daily_low_temperature,daily_low_temperature_time
466940,基隆,2026-07-02T10:30:00+08:00,25.133314,121.740475,25.135104,121.732242,26.7,基隆市,仁愛區,10017,10017040,晴,>30,4.7,0.0,30.0,3.2,30.6,74.0,1008.3,10.0,3.0,30.0,2026-07-02T09:42:00+08:00,4.2,30.0,2026-07-02T09:42:00+08:00,30.9,2026-07-02T09:56:00+08:00,26.5,2026-07-02T04:59:00+08:00
466900,淡水,2026-07-02T10:30:00+08:00,25.164889,121.448906,25.166664,121.440672,19.0,新北市,淡水區,65000,65000100,晴,>30,,,,,,,,,,,,,,,,,,
466881,新北,2026-07-02T10:30:00+08:00,24.959207,121.525196,24.96099,121.516977,24.5,新北市,新店區,65000,65000060,晴,>30,4.9,0.0,60.0,1.4,32.9,61.0,1008.3,9.0,1.5,290.0,2026-07-02T09:44:00+08:00,3.2,310.0,2026-07-02T09:42:00+08:00,33.1,2026-07-02T10:28:00+08:00,24.3,2026-07-02T05:15:00+08:00
466930,陽明山,2026-07-02T10:30:00+08:00,25.162078,121.544547,25.163858,121.536313,607.1,臺北市,北投區,63000,63000120,晴,,2.9,0.0,250.0,0.5,26.7,86.0,944.4,6.0,1.5,210.0,2026-07-02T09:23:00+08:00,3.1,220.0,2026-07-02T09:22:00+08:00,26.9,2026-07-02T09:35:00+08:00,22.4,2026-07-02T03:48:00+08:00
466910,鞍部,2026-07-02T10:30:00+08:00,25.182586,121.529731,25.184365,121.521495,837.6,臺北市,北投區,63000,63000120,晴,>30,4.2,0.0,140.0,1.6,27.8,76.0,,9.0,1.6,200.0,2026-07-02T09:44:00+08:00,4.1,170.0,2026-07-02T09:44:00+08:00,27.9,2026-07-02T10:00:00+08:00,20.4,2026-07-02T03:57:00+08:00
467571,新竹,2026-07-02T10:30:00+08:00,24.828575,121.01445,24.830335,121.006343,26.9,新竹縣,竹北市,10004,10004010,多雲,>30,1.8,0.0,290.0,2.0,30.5,75.0,1008.5,5.0,1.7,300.0,2026-07-02T09:34:00+08:00,3.9,290.0,2026-07-02T09:29:00+08:00,31.6,2026-07-02T09:46:00+08:00,26.2,2026-07-02T05:00:00+08:00
467490,臺中,2026-07-02T10:30:00+08:00,24.145736,120.684075,24.147494,120.675919,84.0,臺中市,北區,66000,66000050,多雲,>30,1.6,0.0,290.0,0.7,31.7,71.0,1001.7,6.0,1.6,220.0,2026-07-02T09:36:00+08:00,3.9,210.0,2026-07-02T09:30:00+08:00,32.0,2026-07-02T10:01:00+08:00,27.4,2026-07-02T01:38:00+08:00
C0FA30,梧棲,2026-07-02T10:30:00+08:00,24.256003,120.523381,24.257753,120.515211,31.7,臺中市,梧棲區,66000,66000140,多雲,,,0.0,320.0,3.5,29.8,83.0,,,3.6,320.0,2026-07-02T09:54:00+08:00,5.5,320.0,2026-07-02T09:53:00+08:00,29.9,2026-07-02T10:22:00+08:00,27.9,2026-07-02T04:24:00+08:00
467350,澎湖,2026-07-02T10:30:00+08:00,23.565503,119.563094,23.56722,119.554987,10.7,澎湖縣,馬公市,10016,10016010,晴,>30,2.0,0.0,340.0,1.2,29.7,81.0,1010.7,5.0,1.9,360.0,2026-07-02T09:39:00+08:00,3.5,360.0,2026-07-02T09:39:00+08:00,30.4,2026-07-02T09:17:00+08:00,26.8,2026-07-02T03:15:00+08:00
467650,日月潭,2026-07-02T10:30:00+08:00,23.881325,120.90805,23.883099,120.899911,1017.5,南投縣,魚池鄉,10008,10008090,晴,7-10,2.1,0.0,300.0,0.3,25.8,89.0,,6.0,0.5,330.0,2026-07-02T09:05:00+08:00,1.7,340.0,2026-07-02T09:05:00+08:00,27.9,2026-07-02T10:09:00+08:00,21.1,2026-07-02T05:24:00+08:00
467530,阿里山,2026-07-02T10:30:00+08:00,23.508208,120.813242,23.509984,120.805129,2413.4,嘉義縣,阿里山鄉,10010,10010180,晴,>30,4.1,0.0,300.0,0.9,18.5,81.0,,10.0,1.2,360.0,2026-07-02T09:38:00+08:00,3.3,10.0,2026-07-02T09:17:00+08:00,20.4,2026-07-02T09:46:00+08:00,11.4,2026-07-02T02:37:00+08:00
467550,玉山,2026-07-02T10:30:00+08:00,23.48718,120.95943,23.488964,120.951318,3844.8,南投縣,信義鄉,10008,10008120,晴,,0.2,0.0,300.0,2.8,16.7,55.0,,13.0,3.3,300.0,2026-07-02T09:25:00+08:00,7.7,290.0,2026-07-02T09:43:00+08:00,17.1,2026-07-02T10:23:00+08:00,15.8,2026-07-02T10:27:00+08:00
467480,嘉義,2026-07-02T10:30:00+08:00,23.495925,120.432906,23.497684,120.424796,26.9,嘉義市,西區,10020,10020020,多雲,>30,2.1,0.0,280.0,1.8,32.2,71.0,1008.1,6.0,2.0,270.0,2026-07-02T10:00:00+08:00,4.1,300.0,2026-07-02T09:24:00+08:00,32.4,2026-07-02T10:29:00+08:00,26.9,2026-07-02T02:21:00+08:00
467410,臺南,2026-07-02T10:30:00+08:00,22.99328,120.20492,22.995039,120.196846,40.8,臺南市,中西區,67000,67000370,晴,>30,2.9,0.0,240.0,3.1,31.4,69.0,1009.0,7.0,2.7,260.0,2026-07-02T09:28:00+08:00,4.6,230.0,2026-07-02T09:58:00+08:00,32.0,2026-07-02T10:12:00+08:00,28.1,2026-07-02T05:10:00+08:00
467441,高雄,2026-07-02T10:30:00+08:00,22.730432,120.312516,22.732201,120.304459,11.8,高雄市,楠梓區,64000,64000040,晴,>30,2.8,0.0,270.0,1.9,31.5,75.0,1010.4,7.0,2.3,280.0,2026-07-02T09:58:00+08:00,4.1,270.0,2026-07-02T09:52:00+08:00,32.3,2026-07-02T09:49:00+08:00,26.3,2026-07-02T05:18:00+08:00
467590,恆春,2026-07-02T10:30:00+08:00,22.003897,120.746339,22.0057,120.738326,22.3,屏東縣,恆春鎮,10013,10013040,多雲有雨,>30,1.0,10.0,110.0,4.6,29.7,85.0,1010.0,7.0,4.0,110.0,2026-07-02T09:29:00+08:00,7.7,100.0,2026-07-02T09:38:00+08:00,30.6,2026-07-02T09:45:00+08:00,26.4,2026-07-02T04:45:00+08:00
467080,宜蘭,2026-07-02T10:30:00+08:00,24.763975,121.756528,24.765773,121.748322,7.2,宜蘭縣,宜蘭市,10002,10002010,晴,>30,4.8,0.0,40.0,3.1,32.0,72.0,1010.3,8.0,3.2,60.0,2026-07-02T10:00:00+08:00,4.5,40.0,2026-07-02T09:42:00+08:00,32.3,2026-07-02T10:25:00+08:00,25.1,2026-07-02T05:20:00+08:00
466990,花蓮,2026-07-02T10:30:00+08:00,23.975128,121.613275,23.976933,121.605126,16.1,花蓮縣,花蓮市,10015,10015010,晴,>30,5.1,0.0,170.0,8.0,29.9,80.0,1010.0,8.0,6.1,180.0,2026-07-02T09:59:00+08:00,10.5,180.0,2026-07-02T09:50:00+08:00,30.6,2026-07-02T09:59:00+08:00,25.9,2026-07-02T04:51:00+08:00
467610,成功,2026-07-02T10:30:00+08:00,23.097486,121.373428,23.099296,121.36534,33.5,臺東縣,成功鎮,10014,10014020,晴,>30,4.9,0.0,200.0,1.4,31.2,81.0,1008.5,10.0,1.7,200.0,2026-07-02T09:01:00+08:00,3.7,210.0,2026-07-02T09:03:00+08:00,31.4,2026-07-02T10:18:00+08:00,25.0,2026-07-02T05:02:00+08:00
467660,臺東,2026-07-02T10:30:00+08:00,22.752211,121.154586,22.754017,121.146522,9.0,臺東縣,臺東市,10014,10014010,多雲,>30,4.1,0.0,150.0,2.0,31.5,72.0,1012.1,10.0,2.0,150.0,2026-07-02T09:01:00+08:00,3.6,150.0,2026-07-02T09:51:00+08:00,31.7,2026-07-02T10:23:00+08:00,26.7,2026-07-02T05:47:00+08:00
467540,大武,2026-07-02T10:30:00+08:00,22.35572,120.90374,22.357523,120.895703,8.1,臺東縣,大武鄉,10014,10014100,陰有雨,,0.1,31.0,350.0,1.1,26.9,93.0,1012.5,4.0,1.5,330.0,2026-07-02T09:43:00+08:00,2.6,340.0,2026-07-02T09:39:00+08:00,28.7,2026-07-02T10:07:00+08:00,26.4,2026-07-02T02:19:00+08:00
467620,蘭嶼,2026-07-02T10:30:00+08:00,22.0369,121.55843,22.038737,121.55041,324.0,臺東縣,蘭嶼鄉,10014,10014160,晴,>30,1.4,14.5,160.0,3.4,28.1,90.0,977.2,6.0,5.8,160.0,2026-07-02T09:42:00+08:00,9.9,180.0,2026-07-02T09:37:00+08:00,28.4,2026-07-02T10:07:00+08:00,24.5,2026-07-02T02:48:00+08:00
466950,彭佳嶼,2026-07-02T10:30:00+08:00,25.627975,122.079744,25.629774,122.071474,101.7,基隆市,中正區,10017,10017010,晴,>30,4.9,0.0,180.0,4.0,30.2,80.0,1000.3,10.0,4.1,150.0,2026-07-02T09:31:00+08:00,6.4,150.0,2026-07-02T09:35:00+08:00,30.2,2026-07-02T10:30:00+08:00,26.6,2026-07-02T05:16:00+08:00
467300,東吉島,2026-07-02T10:30:00+08:00,23.25727,119.66762,23.258999,119.659533,43.0,澎湖縣,望安鄉,10016,10016050,多雲,>30,4.5,0.0,10.0,1.6,29.8,88.0,1007.2,8.0,3.6,20.0,2026-07-02T09:19:00+08:00,4.5,10.0,2026-07-02T09:43:00+08:00,30.5,2026-07-02T09:53:00+08:00,27.0,2026-07-02T04:37:00+08:00
469020,南沙島,2026-07-02T10:30:00+08:00,10.370203,114.364286,10.372116,114.356938,4.5,高雄市,旗津區,64000,64000100,,,,,,,,,,,,,,,,,,,,
468100,東沙島,2026-07-02T10:30:00+08:00,20.700856,116.73,20.70252,116.722116,4.0,高雄市,旗津區,64000,64000100,,,,0.0,130.0,4.0,31.9,76.0,1009.4,,4.7,130.0,2026-07-02T09:22:00+08:00,9.1,120.0,2026-07-02T09:42:00+08:00,32.1,2026-07-02T09:52:00+08:00,29.3,2026-07-02T04:19:00+08:00
467420,永康,2026-07-02T10:30:00+08:00,23.038386,120.2367,23.040146,120.228623,8.1,臺南市,永康區,67000,67000310,晴,,2.4,0.0,,,31.7,69.0,1010.4,,,,,,,,32.0,2026-07-02T09:41:00+08:00,27.8,2026-07-02T05:54:00+08:00
C2W030,金門(東),2026-07-02T10:30:00+08:00,24.448431,118.451786,24.450074,118.443627,24.0,金門縣,金湖鎮,09020,09020030,晴,,,,,,,,,,2.2,200.0,2026-07-02T09:42:00+08:00,5.3,230.0,2026-07-02T09:47:00+08:00,,,,
466920,臺北,2026-07-02T10:30:00+08:00,25.037658,121.514853,25.039439,121.506628,6.3,臺北市,中正區,63000,63000050,晴,>30,4.8,0.0,350.0,1.2,33.0,63.0,1007.6,7.0,1.2,350.0,2026-07-02T09:13:00+08:00,3.8,360.0,2026-07-02T09:20:00+08:00,34.0,2026-07-02T10:24:00+08:00,27.5,2026-07-02T05:16:00+08:00
A0G720,彰師大,2026-07-02T10:30:00+08:00,24.081389,120.556667,24.08314,120.548508,37.0,彰化縣,彰化市,10007,10007010,多雲,,,0.0,290.0,2.7,30.8,81.0,,,2.1,280.0,2026-07-02T09:31:00+08:00,4.2,270.0,2026-07-02T09:27:00+08:00,32.3,2026-07-02T09:10:00+08:00,27.8,2026-07-02T02:12:00+08:00
A0Z080,合歡山,2026-07-02T10:30:00+08:00,24.143186,121.284231,24.144972,121.276071,3171.0,花蓮縣,秀林鄉,10015,10015110,晴,,,0.0,70.0,3.7,18.7,57.0,,,2.5,80.0,2026-07-02T10:00:00+08:00,6.5,270.0,2026-07-02T09:09:00+08:00,20.7,2026-07-02T08:29:00+08:00,7.1,2026-07-02T04:06:00+08:00
A0W080,吉貝,2026-07-02T10:30:00+08:00,23.740011,119.604189,23.741712,119.596041,3.0,澎湖縣,白沙鄉,10016,10016030,多雲,,,,,,,,,,,,,,,,,,,
467110,金門,2026-07-02T10:30:00+08:00,24.407306,118.289281,24.408942,118.281127,47.9,金門縣,金城鎮,09020,09020010,晴,21-30,4.1,0.0,240.0,1.7,31.2,75.0,1009.0,9.0,2.4,250.0,2026-07-02T09:52:00+08:00,3.3,240.0,2026-07-02T09:51:00+08:00,31.4,2026-07-02T10:26:00+08:00,27.6,2026-07-02T01:38:00+08:00
467990,馬祖,2026-07-02T10:30:00+08:00,26.169467,119.923158,26.171145,119.914855,97.8,連江縣,南竿鄉,09007,09007010,晴,>30,4.2,0.0,210.0,2.6,31.4,63.0,1000.5,9.0,2.8,230.0,2026-07-02T09:15:00+08:00,4.8,240.0,2026-07-02T09:02:00+08:00,31.5,2026-07-02T10:26:00+08:00,26.7,2026-07-02T05:40:00+08:00
A0K420,麥寮,2026-07-02T10:30:00+08:00,23.798783,120.217717,23.800517,120.209572,22.0,雲林縣,麥寮鄉,10009,10009130,晴,,,0.0,350.0,2.2,29.6,80.0,,,2.2,340.0,2026-07-02T09:37:00+08:00,4.8,340.0,2026-07-02T09:42:00+08:00,32.5,2026-07-02T08:05:00+08:00,28.0,2026-07-02T05:28:00+08:00
467050,新屋,2026-07-02T10:30:00+08:00,25.006725,121.047492,25.008484,121.039271,20.6,桃園市,新屋區,68000,68000110,晴,11-15,2.3,0.0,300.0,2.9,30.5,76.0,1009.4,7.0,3.3,290.0,2026-07-02T09:56:00+08:00,4.9,270.0,2026-07-02T09:51:00+08:00,31.0,2026-07-02T10:18:00+08:00,26.4,2026-07-02T05:06:00+08:00
A2K570,古坑(花卉中心),2026-07-02T10:30:00+08:00,23.63353,120.55239,23.6353,120.54428,90.0,雲林縣,古坑鄉,10009,10009070,多雲,,,0.0,300.0,2.0,31.6,73.0,,,1.3,290.0,2026-07-02T09:01:00+08:00,2.7,210.0,2026-07-02T09:24:00+08:00,32.2,2026-07-02T09:20:00+08:00,25.6,2026-07-02T02:55:00+08:00
CAAH60,大安森林,2026-07-02T10:30:00+08:00,25.02955,121.53628,25.031331,121.528056,18.0,臺北市,大安區,63000,63000030,晴,,,0.0,0.0,0.2,34.2,57.0,,,0.3,90.0,2026-07-02T09:36:00+08:00,1.8,110.0,2026-07-02T09:32:00+08:00,34.5,2026-07-02T10:26:00+08:00,25.0,2026-07-02T04:44:00+08:00
CAHA00,消防署訓練中心,2026-07-02T10:30:00+08:00,23.82137,120.72293,23.82313,120.7148,176.0,南投縣,竹山鎮,10008,10008040,多雲,,,0.0,270.0,2.1,32.1,70.0,,,2.0,250.0,2026-07-02T09:31:00+08:00,4.0,260.0,2026-07-02T09:29:00+08:00,32.3,2026-07-02T09:51:00+08:00,25.3,2026-07-02T05:02:00+08:00
467270,田中,2026-07-02T10:30:00+08:00,23.873803,120.581286,23.875561,120.573149,48.6,彰化縣,田中鎮,10007,10007120,多雲,>30,3.1,0.0,260.0,1.2,31.7,74.0,1006.4,5.0,1.5,250.0,2026-07-02T09:57:00+08:00,3.5,250.0,2026-07-02T09:53:00+08:00,32.1,2026-07-02T10:10:00+08:00,26.9,2026-07-02T03:28:00+08:00
CAC040,拉拉山,2026-07-02T10:30:00+08:00,24.699317,121.427133,24.7011,121.418933,1684.0,桃園市,復興區,68000,68000130,晴,,,0.0,190.0,2.1,24.5,70.0,,,2.1,180.0,2026-07-02T09:56:00+08:00,3.9,180.0,2026-07-02T10:00:00+08:00,24.5,2026-07-02T10:30:00+08:00,18.9,2026-07-02T02:05:00+08:00
CAW010,東引,2026-07-02T10:30:00+08:00,26.358836,120.483631,26.360539,120.475308,42.0,連江縣,東引鄉,09007,09007040,多雲,16-20,,0.0,220.0,1.2,30.9,78.0,,,2.8,230.0,2026-07-02T09:10:00+08:00,4.3,230.0,2026-07-02T09:08:00+08:00,31.1,2026-07-02T10:20:00+08:00,27.2,2026-07-02T05:40:00+08:00
CAP070,高雄燈塔,2026-07-02T10:30:00+08:00,22.614594,120.26468,22.616364,120.256631,34.0,高雄市,旗津區,64000,64000100,晴,,,0.0,150.0,3.7,31.5,73.0,,,3.5,150.0,2026-07-02T09:50:00+08:00,7.5,170.0,2026-07-02T09:58:00+08:00,32.0,2026-07-02T09:16:00+08:00,27.1,2026-07-02T03:51:00+08:00
A0F010,武陵,2026-07-02T10:30:00+08:00,24.352825,121.308286,24.354609,121.300112,1804.0,臺中市,和平區,66000,66000290,晴,,,0.0,120.0,1.8,26.2,52.0,,,2.1,110.0,2026-07-02T09:40:00+08:00,4.5,80.0,2026-07-02T09:48:00+08:00,26.3,2026-07-02T10:25:00+08:00,13.0,2026-07-02T05:19:00+08:00
467280,後龍,2026-07-02T10:30:00+08:00,24.648563,120.831834,24.650318,120.823641,30.0,苗栗縣,造橋鄉,10005,10005150,多雲,>30,0.5,0.0,310.0,0.8,29.8,80.0,1007.9,3.0,1.5,30.0,2026-07-02T09:26:00+08:00,3.2,30.0,2026-07-02T09:11:00+08:00,29.8,2026-07-02T10:29:00+08:00,26.1,2026-07-02T05:04:00+08:00
467290,古坑,2026-07-02T10:30:00+08:00,23.633536,120.551906,23.635298,120.543786,91.9,雲林縣,古坑鄉,10009,10009070,多雲,21-30,1.5,0.0,310.0,2.5,31.0,74.0,1001.1,5.0,1.7,260.0,2026-07-02T09:58:00+08:00,2.9,280.0,2026-07-02T09:55:00+08:00,31.1,2026-07-02T10:04:00+08:00,26.1,2026-07-02T02:49:00+08:00
C2C410,中央大學,2026-07-02T10:30:00+08:00,24.967652,121.185165,24.969417,121.176946,129.0,桃園市,中壢區,68000,68000020,晴,,,0.0,330.0,2.0,30.2,75.0,,,2.3,270.0,2026-07-02T09:38:00+08:00,5.8,290.0,2026-07-02T09:12:00+08:00,31.1,2026-07-02T10:16:00+08:00,26.0,2026-07-02T05:31:00+08:00
A0A460,文化大學,2026-07-02T10:30:00+08:00,25.13605,121.53987,25.137855,121.531657,424.4,臺北市,士林區,63000,63000110,晴,,,0.0,260.0,1.9,28.9,78.0,,,1.8,260.0,2026-07-02T09:25:00+08:00,3.3,250.0,2026-07-02T09:54:00+08:00,30.3,2026-07-02T09:45:00+08:00,24.9,2026-07-02T04:53:00+08:00
A0A010,臺灣大學,2026-07-02T10:30:00+08:00,25.014278,121.539416,25.01606,121.531193,17.0,臺北市,大安區,63000,63000030,晴,,,0.0,40.0,0.8,34.3,61.0,,,1.3,90.0,2026-07-02T09:57:00+08:00,3.7,90.0,2026-07-02T09:49:00+08:00,34.3,2026-07-02T10:30:00+08:00,25.7,2026-07-02T04:35:00+08:00
72S200,班鳩分場,2026-07-02T10:30:00+08:00,22.829528,121.077694,22.831307,121.069619,240.0,臺東縣,卑南鄉,10014,10014040,晴,,,0.0,110.0,3.5,32.0,66.0,,,3.4,100.0,2026-07-02T09:11:00+08:00,6.6,120.0,2026-07-02T09:04:00+08:00,33.0,2026-07-02T10:24:00+08:00,23.2,2026-07-02T04:02:00+08:00
72S590,賓朗果園,2026-07-02T10:30:00+08:00,22.813889,121.071278,22.815668,121.063204,290.0,臺東縣,卑南鄉,10014,10014040,晴,,,0.0,330.0,1.2,30.3,74.0,,,2.0,50.0,2026-07-02T09:19:00+08:00,4.4,60.0,2026-07-02T09:47:00+08:00,31.7,2026-07-02T10:08:00+08:00,22.7,2026-07-02T04:51:00+08:00
82S580,臺東茶改,2026-07-02T10:30:00+08:00,22.907694,121.130139,22.909476,121.12206,175.0,臺東縣,鹿野鄉,10014,10014050,晴,,,0.0,170.0,2.1,32.3,65.0,,,2.1,230.0,2026-07-02T09:23:00+08:00,4.1,140.0,2026-07-02T09:53:00+08:00,33.3,2026-07-02T10:17:00+08:00,22.5,2026-07-02T05:27:00+08:00
U2H480,臺大溪頭,2026-07-02T10:30:00+08:00,23.670306,120.798194,23.672071,120.790065,1150.0,南投縣,鹿谷鄉,10008,10008070,晴,,,0.0,340.0,0.3,23.5,90.0,,,1.5,360.0,2026-07-02T09:26:00+08:00,3.6,340.0,2026-07-02T09:06:00+08:00,26.0,2026-07-02T09:18:00+08:00,18.7,2026-07-02T05:21:00+08:00
72G600,臺中農改,2026-07-02T10:30:00+08:00,24.003028,120.534389,24.004779,120.526236,19.0,彰化縣,大村鄉,10007,10007130,多雲,,,0.0,310.0,2.9,31.7,74.0,,,1.5,290.0,2026-07-02T09:54:00+08:00,4.0,300.0,2026-07-02T09:59:00+08:00,33.0,2026-07-02T09:45:00+08:00,26.8,2026-07-02T02:41:00+08:00
72K220,雲林分場,2026-07-02T10:30:00+08:00,23.634556,120.477333,23.636304,120.469202,60.0,雲林縣,斗南鎮,10009,10009020,多雲,,,0.0,250.0,0.8,34.7,65.0,,,0.9,260.0,2026-07-02T09:56:00+08:00,2.9,250.0,2026-07-02T09:48:00+08:00,34.3,2026-07-02T10:30:00+08:00,26.4,2026-07-02T02:54:00+08:00
72N100,臺南農改,2026-07-02T10:30:00+08:00,23.0605,120.342194,23.062242,120.334096,41.0,臺南市,新化區,67000,67000180,晴,,,,,,32.4,70.0,,,,,,,,,33.6,2026-07-02T09:52:00+08:00,25.4,2026-07-02T05:28:00+08:00
72V140,旗南農改,2026-07-02T10:30:00+08:00,22.857861,120.516667,22.859612,120.508583,44.0,高雄市,旗山區,64000,64000300,晴,,,,300.0,1.4,32.8,64.0,,,2.3,290.0,2026-07-02T09:33:00+08:00,4.1,290.0,2026-07-02T09:24:00+08:00,33.2,2026-07-02T10:21:00+08:00,25.6,2026-07-02T05:36:00+08:00
72Q010,高雄農改,2026-07-02T10:30:00+08:00,22.709333,120.525889,22.711084,120.517814,45.0,屏東縣,長治鄉,10013,10013060,多雲,,,,310.0,1.0,33.4,59.0,,,1.3,330.0,2026-07-02T09:09:00+08:00,2.8,270.0,2026-07-02T09:06:00+08:00,33.8,2026-07-02T10:28:00+08:00,26.1,2026-07-02T05:24:00+08:00
B2E890,新竹畜試,2026-07-02T10:30:00+08:00,24.527806,120.770972,24.529569,120.762788,90.0,苗栗縣,西湖鄉,10005,10005140,多雲,,,0.0,320.0,1.9,30.4,81.0,,,2.2,300.0,2026-07-02T09:06:00+08:00,3.8,300.0,2026-07-02T09:50:00+08:00,30.8,2026-07-02T10:25:00+08:00,25.3,2026-07-02T02:19:00+08:00
72C440,桃園農改,2026-07-02T10:30:00+08:00,24.950944,121.030583,24.952721,121.022375,70.0,桃園市,新屋區,68000,68000110,晴,,,0.0,290.0,2.2,30.7,75.0,,,2.8,320.0,2026-07-02T09:29:00+08:00,5.4,340.0,2026-07-02T09:45:00+08:00,31.2,2026-07-02T10:09:00+08:00,25.9,2026-07-02T05:05:00+08:00
72D080,五峰站,2026-07-02T10:30:00+08:00,24.612194,121.157167,24.613978,121.148983,1048.0,新竹縣,五峰鄉,10004,10004130,多雲,,,0.0,330.0,0.6,24.3,89.0,,,0.8,310.0,2026-07-02T09:01:00+08:00,2.5,310.0,2026-07-02T09:42:00+08:00,27.0,2026-07-02T08:34:00+08:00,20.2,2026-07-02T04:06:00+08:00
82C160,茶改場,2026-07-02T10:30:00+08:00,24.908472,121.185333,24.910258,121.17713,195.0,桃園市,楊梅區,68000,68000040,多雲,,,0.0,260.0,1.5,30.9,64.0,,,1.8,290.0,2026-07-02T09:01:00+08:00,3.6,280.0,2026-07-02T09:37:00+08:00,31.0,2026-07-02T10:26:00+08:00,25.3,2026-07-02T03:54:00+08:00
A2C560,農工中心,2026-07-02T10:30:00+08:00,24.985917,121.239833,24.987706,121.231626,121.0,桃園市,中壢區,68000,68000020,晴,,,0.0,320.0,1.5,30.4,74.0,,,1.4,300.0,2026-07-02T09:34:00+08:00,3.6,320.0,2026-07-02T09:25:00+08:00,31.0,2026-07-02T10:19:00+08:00,26.6,2026-07-02T02:35:00+08:00
82A750,文山茶改,2026-07-02T10:30:00+08:00,24.955778,121.631222,24.957588,121.623022,401.0,新北市,石碇區,65000,65000190,晴,,,0.0,40.0,2.3,30.2,74.0,,,2.1,40.0,2026-07-02T09:52:00+08:00,4.0,60.0,2026-07-02T09:20:00+08:00,31.0,2026-07-02T10:19:00+08:00,23.2,2026-07-02T05:31:00+08:00
72U480,蘭陽分場,2026-07-02T10:30:00+08:00,24.686306,121.716583,24.688121,121.708402,27.0,宜蘭縣,三星鄉,10002,10002100,晴,,,0.0,50.0,1.8,32.6,63.0,,,1.6,100.0,2026-07-02T09:49:00+08:00,3.9,110.0,2026-07-02T09:57:00+08:00,33.0,2026-07-02T10:19:00+08:00,25.0,2026-07-02T05:16:00+08:00
K2E360,苗栗農改,2026-07-02T10:30:00+08:00,24.495722,120.829111,24.497488,120.82093,100.0,苗栗縣,公館鄉,10005,10005090,多雲,,,0.0,330.0,2.3,30.0,79.0,,,2.7,320.0,2026-07-02T09:55:00+08:00,5.1,300.0,2026-07-02T09:49:00+08:00,31.4,2026-07-02T09:33:00+08:00,24.9,2026-07-02T02:54:00+08:00
K2E710,大湖分場,2026-07-02T10:30:00+08:00,24.422861,120.871833,24.42463,120.863657,286.0,苗栗縣,大湖鄉,10005,10005080,多雲,,,,360.0,2.1,29.5,74.0,,,1.2,60.0,2026-07-02T09:07:00+08:00,2.8,320.0,2026-07-02T09:28:00+08:00,31.5,2026-07-02T09:29:00+08:00,22.3,2026-07-02T05:18:00+08:00
K2F750,種苗繁殖,2026-07-02T10:30:00+08:00,24.225972,120.800917,24.227737,120.792753,470.0,臺中市,新社區,66000,66000190,多雲,,,0.0,290.0,2.4,28.5,79.0,,,2.1,220.0,2026-07-02T09:13:00+08:00,3.8,220.0,2026-07-02T09:12:00+08:00,29.6,2026-07-02T09:22:00+08:00,23.4,2026-07-02T05:36:00+08:00
82H840,凍頂茶改,2026-07-02T10:30:00+08:00,23.762528,120.7405,23.76429,120.732364,390.0,南投縣,鹿谷鄉,10008,10008070,多雲,,,0.0,300.0,2.4,29.0,71.0,,,1.7,300.0,2026-07-02T09:49:00+08:00,4.0,310.0,2026-07-02T09:33:00+08:00,31.0,2026-07-02T10:21:00+08:00,23.2,2026-07-02T05:02:00+08:00
82H320,魚池茶改,2026-07-02T10:30:00+08:00,23.875611,120.913583,23.877382,120.905442,850.0,南投縣,魚池鄉,10008,10008090,晴,,,0.0,220.0,0.6,26.2,80.0,,,1.0,220.0,2026-07-02T09:34:00+08:00,2.4,250.0,2026-07-02T09:27:00+08:00,28.4,2026-07-02T09:05:00+08:00,21.4,2026-07-02T05:41:00+08:00
U2HA50,臺大竹山,2026-07-02T10:30:00+08:00,23.756972,120.681556,23.758731,120.67342,156.0,南投縣,竹山鎮,10008,10008040,多雲,,,,,,,,,,,,,,,,,,,
G2L020,嘉義農試,2026-07-02T10:30:00+08:00,23.485028,120.473806,23.486776,120.465684,79.0,嘉義市,東區,10020,10020010,多雲,,,0.0,250.0,1.8,32.1,67.0,,,1.4,240.0,2026-07-02T09:43:00+08:00,2.8,260.0,2026-07-02T09:34:00+08:00,34.8,2026-07-02T10:20:00+08:00,25.4,2026-07-02T02:54:00+08:00
72M360,義竹分場,2026-07-02T10:30:00+08:00,23.360694,120.279361,23.362432,120.271244,6.0,嘉義縣,義竹鄉,10010,10010100,晴,,,0.0,260.0,2.4,32.2,67.0,,,2.3,300.0,2026-07-02T10:00:00+08:00,3.8,300.0,2026-07-02T09:49:00+08:00,32.2,2026-07-02T10:30:00+08:00,26.2,2026-07-02T03:54:00+08:00
B2N890,畜試所,2026-07-02T10:30:00+08:00,23.058972,120.336406,23.060713,120.328308,31.0,臺南市,新化區,67000,67000180,晴,,,0.0,350.0,1.2,32.3,71.0,,,1.4,270.0,2026-07-02T09:58:00+08:00,3.0,240.0,2026-07-02T09:55:00+08:00,32.8,2026-07-02T09:49:00+08:00,25.1,2026-07-02T05:21:00+08:00
